RVSN_Group,merged_symptom,MDCARE_YM,COUNT
4,J05,200401,390
4,J05,200402,309
4,J05,200403,645
4,J05,200404,526
4,J05,200405,424
4,J05,200406,322
4,J05,200407,345
4,J05,200408,265
4,J05,200409,395
4,J05,200410,498
4,J05,200411,482
4,J05,200412,585
4,J05,200501,418
4,J05,200502,356
4,J05,200503,581
4,J05,200504,801
4,J05,200505,693
4,J05,200506,428
4,J05,200507,368
4,J05,200508,273
4,J05,200509,443
4,J05,200510,566
4,J05,200511,570
4,J05,200512,655
4,J05,200601,646
4,J05,200602,495
4,J05,200603,527
4,J05,200604,712
4,J05,200605,621
4,J05,200606,478
4,J05,200607,413
4,J05,200608,416
4,J05,200609,590
4,J05,200610,511
4,J05,200611,565
4,J05,200612,697
4,J05,200701,762
4,J05,200702,536
4,J05,200703,575
4,J05,200704,805
4,J05,200705,667
4,J05,200706,758
4,J05,200707,713
4,J05,200708,595
4,J05,200709,1129
4,J05,200710,1271
4,J05,200711,1187
4,J05,200712,1210
4,J05,200801,973
4,J05,200802,1416
4,J05,200803,1326
4,J05,200804,1225
4,J05,200805,1144
4,J05,200806,940
4,J05,200807,594
4,J05,200808,555
4,J05,200809,788
4,J05,200810,917
4,J05,200811,782
4,J05,200812,1324
4,J05,200901,1062
4,J05,200902,720
4,J05,200903,855
4,J05,200904,1063
4,J05,200905,781
4,J05,200906,617
4,J05,200907,513
4,J05,200908,547
4,J05,200909,753
4,J05,200910,1039
4,J05,200911,1212
4,J05,200912,1113
4,J05,201001,706
4,J05,201002,627
4,J05,201003,1079
4,J05,201004,1476
4,J05,201005,1091
4,J05,201006,765
4,J05,201007,623
4,J05,201008,467
4,J05,201009,702
4,J05,201010,982
4,J05,201011,1001
4,J05,201012,947
4,J05,201101,658
4,J05,201102,497
4,J05,201103,719
4,J05,201104,788
4,J05,201105,781
4,J05,201106,553
4,J05,201107,581
4,J05,201108,640
4,J05,201109,804
4,J05,201110,858
4,J05,201111,685
4,J05,201112,858
4,J05,201201,733
4,J05,201202,729
4,J05,201203,791
4,J05,201204,905
4,J05,201205,664
4,J05,201206,449
4,J05,201207,644
4,J05,201208,758
4,J05,201209,636
4,J05,201210,634
4,J05,201211,673
4,J05,201212,537
4,J05,201301,559
4,J05,201302,796
4,J05,201303,789
4,J05,201304,694
4,J05,201305,657
4,J05,201306,515
4,J05,201307,531
4,J05,201308,671
4,J05,201309,646
4,J05,201310,621
4,J05,201311,586
4,J05,201312,587
