CTRB_Group,merged_symptom,MDCARE_YM,COUNT
2,J03,200401,72796
2,J03,200402,70891
2,J03,200403,110906
2,J03,200404,96848
2,J03,200405,82427
2,J03,200406,74756
2,J03,200407,68292
2,J03,200408,60658
2,J03,200409,85691
2,J03,200410,98016
2,J03,200411,91851
2,J03,200412,100277
2,J03,200501,79064
2,J03,200502,61946
2,J03,200503,89582
2,J03,200504,109511
2,J03,200505,104490
2,J03,200506,78876
2,J03,200507,70925
2,J03,200508,64556
2,J03,200509,82910
2,J03,200510,98272
2,J03,200511,98376
2,J03,200512,131281
2,J03,200601,93370
2,J03,200602,70663
2,J03,200603,83465
2,J03,200604,101922
2,J03,200605,91923
2,J03,200606,70788
2,J03,200607,59640
2,J03,200608,54693
2,J03,200609,79513
2,J03,200610,73105
2,J03,200611,85510
2,J03,200612,95387
2,J03,200701,95538
2,J03,200702,62588
2,J03,200703,72827
2,J03,200704,88212
2,J03,200705,79443
2,J03,200706,82331
2,J03,200707,87846
2,J03,200708,75669
2,J03,200709,109483
2,J03,200710,121598
2,J03,200711,127059
2,J03,200712,139784
2,J03,200801,128725
2,J03,200802,140117
2,J03,200803,134059
2,J03,200804,127735
2,J03,200805,119883
2,J03,200806,107339
2,J03,200807,91269
2,J03,200808,75403
2,J03,200809,98267
2,J03,200810,116659
2,J03,200811,117171
2,J03,200812,171569
2,J03,200901,135604
2,J03,200902,86695
2,J03,200903,118030
2,J03,200904,152166
2,J03,200905,123378
2,J03,200906,103708
2,J03,200907,91578
2,J03,200908,94076
2,J03,200909,144898
2,J03,200910,166742
2,J03,200911,168051
2,J03,200912,135791
2,J03,201001,100502
2,J03,201002,86914
2,J03,201003,120640
2,J03,201004,155077
2,J03,201005,127732
2,J03,201006,104853
2,J03,201007,87935
2,J03,201008,77028
2,J03,201009,115042
2,J03,201010,129707
2,J03,201011,123080
2,J03,201012,148380
2,J03,201101,107360
2,J03,201102,82247
2,J03,201103,109160
2,J03,201104,108621
2,J03,201105,106215
2,J03,201106,88585
2,J03,201107,76365
2,J03,201108,75453
2,J03,201109,100844
2,J03,201110,107795
2,J03,201111,106960
2,J03,201112,119008
2,J03,201201,119155
2,J03,201202,121259
2,J03,201203,128507
2,J03,201204,122319
2,J03,201205,108004
2,J03,201206,84152
2,J03,201207,74283
2,J03,201208,68336
2,J03,201209,97205
2,J03,201210,108937
2,J03,201211,104888
2,J03,201212,97052
2,J03,201301,105064
2,J03,201302,106669
2,J03,201303,116038
2,J03,201304,113722
2,J03,201305,100915
2,J03,201306,84200
2,J03,201307,78739
2,J03,201308,74533
2,J03,201309,96111
2,J03,201310,102928
2,J03,201311,104701
2,J03,201312,98088
